weather_desc,is_member,duration_mean,count,start_station_name,end_station_name
cloudy,Y,31.15,1,St-Hubert / Rachel,Édouard-Montpetit (Université de Montréal)
mist,Y,11.633333333333333,1,Rockland / Lajoie,Fairmount / St-Dominique
cloudy,N,16.466666666666665,1,Clark / Laurier,St-André / St-Antoine
cloudy,Y,23.116666666666667,1,du Rosaire / St-Hubert,Villeneuve / St-Laurent
cloudy,Y,32.5,1,Boyer / Beaubien,de Montmorency / Richardson
cloudy,Y,19.016666666666666,1,Clark / St-Viateur,Ste-Catherine / St-Hubert
cloudy,Y,14.208333333333334,2,de la Commune / Berri,Alexandre-de-Sève / la Fontaine
mist,Y,30.066666666666666,1,Duluth / St-Denis,9e avenue / Dandurand
cloudy,Y,1.6,1,Roy / St-Christophe,St-André / Cherrier
cloudy,Y,11.133333333333333,1,St-Zotique / Clark,de St-Vallier / Rosemont
fog,Y,22.266666666666666,1,Calixa-Lavallée / Rachel,Parc Père-Marquette (Chambord / Rosemont)
cloudy,Y,30.508333333333333,2,Métro Jean-Drapeau,Vallières / St-Dominique
cloudy,Y,9.016666666666667,1,Notre-Dame / Peel,de Maisonneuve / Aylmer
cloudy,Y,27.183333333333334,1,Garnier / St-Joseph,Notre-Dame / St-Gabriel
cloudy,Y,2.9,1,Marquette / du Mont-Royal,Gilford / Brébeuf
sky is clear,Y,10.916666666666666,6,De la Commune / King,Augustin-Cantin / Shearer
cloudy,Y,21.956666666666667,5,d'Orléans / Hochelaga,Marquette / Rachel
cloudy,N,23.3,1,Lajeunesse / de Castelnau,Milton / Clark
cloudy,Y,19.4,1,de la Commune / St-Sulpice,Nazareth / William
cloudy,Y,9.833333333333334,2,Jacques-Le Ber / de la Pointe Nord,Rushbrooke /  Caisse
cloudy,Y,3.611111111111111,3,Argyle / Bannantyne,Godin / Bannantyne
fog,Y,14.05,2,Waverly / St-Viateur,Hutchison / Sherbrooke
cloudy,N,23.916666666666668,2,St-Urbain / de la Gauchetière,René-Lévesque / Papineau
mist,Y,19.891666666666666,2,Hudson / de Kent,Bernard / Jeanne-Mance
cloudy,Y,4.2,1,de la Gauchetière / Robert-Bourassa,Ann / William
fog,Y,4.925,2,Berri / de Maisonneuve,Square St-Louis
cloudy,N,4.966666666666667,1,Métro Charlevoix (Centre / Charlevoix),Ryde / Charlevoix
cloudy,Y,10.666666666666666,1,Poupart / Ontario,St-André / Robin
cloudy,N,6.238888888888889,3,Towers / Ste-Catherine,Guy / Notre-Dame
cloudy,Y,18.983333333333334,2,St-Dominique / St-Zotique,de Maisonneuve / de Bleury
fog,Y,11.633333333333333,1,University / Prince-Arthur,St-Mathieu /Ste-Catherine
sky is clear,Y,8.433333333333334,4,St-Dominique / Rachel,University / Prince-Arthur
sky is clear,N,13.066666666666666,1,Hutchison / des Pins,Métro George-Vanier (St-Antoine / Canning)
mist,Y,8.595833333333333,4,Ann / William,Viger/Jeanne Mance
cloudy,Y,25.366666666666667,1,d'Outremont / Ogilvy,Ross / de l'Église
mist,Y,15.916666666666666,1,Milton / Université,de la Roche / du Mont-Royal
cloudy,Y,36.833333333333336,1,Francis / Fleury,Hutchison / Van Horne
sky is clear,Y,27.833333333333332,1,10e avenue / Masson,St-Urbain / René-Lévesque
mist,Y,25.45,1,Louis-Hébert / Beaubien,Sanguinet / de Maisonneuve
cloudy,Y,16.216666666666665,1,Laval / Duluth,Métro Préfontaine (Moreau / Hochelaga)
cloudy,N,69.55,1,Clark / Rachel,Natatorium (LaSalle / Rolland)
cloudy,Y,11.816666666666666,2,Laval / du Mont-Royal,de St-Vallier / Rosemont
mist,Y,10.7,2,Clark / Fleury,Lajeunesse / Crémazie
sky is clear,N,25.866666666666667,2,Waverly / St-Viateur,St-Nicolas / Place d'Youville
cloudy,Y,15.433333333333334,1,McGill / Place d'Youville,Clark / Prince-Arthur
cloudy,Y,8.444444444444445,3,Chambord / Laurier,St-André / Duluth
mist,Y,23.95,1,Sherbrooke / Frontenac,Sherbrooke / Langelier
cloudy,Y,31.483333333333334,1,Villeneuve / St-Laurent,Basile-Routhier / Gouin
mist,Y,20.416666666666668,1,Parc Jean-Brillant (Swail / Decelles),de Bullion / St-Joseph
cloudy,Y,20.866666666666667,1,Rousselot / Jarry,St-André / Laurier
cloudy,Y,9.0,1,Vallières / St-Dominique,Berri / de Maisonneuve
cloudy,Y,12.6,1,Lajeunesse / Crémazie,Tolhurst / Fleury
cloudy,Y,3.466666666666667,1,Boyer / du Mont-Royal,Resther / St-Joseph
cloudy,N,11.166666666666666,1,4e avenue / Masson,Garnier / du Mont-Royal
mist,Y,3.09375,8,Wolfe / Robin,St-André / de Maisonneuve
sky is clear,Y,10.55,2,St-Alexandre / Ste-Catherine,Greene / St-Ambroise
cloudy,Y,12.7,1,President-Kennedy / Robert Bourassa,du Mont-Royal / du Parc
cloudy,N,26.85,1,10e avenue / Masson,Hôpital Santa Cabrini (St-Zotique / Jeanne-Jugan)
cloudy,Y,13.816666666666666,3,Jeanne Mance / du Mont-Royal,Metcalfe / de Maisonneuve
cloudy,Y,17.116666666666667,1,St-André / Robin,St-André / Robin
rain,Y,20.35,1,St-Jacques / Guy,Louis-Hémon / Villeray
cloudy,Y,17.683333333333334,1,Métro Jean-Drapeau,Métro Papineau (Cartier / Ste-Catherine)
cloudy,N,16.4,2,Ropery / Augustin-Cantin,de la Commune / Place Jacques-Cartier
cloudy,Y,5.983333333333333,1,Beaudry / Sherbrooke,Robin / de la Visitation
mist,Y,8.366666666666667,1,Hutchison / Beaubien,Boyer / St-Zotique
cloudy,Y,28.7,1,de Bordeaux / Rachel,de la Commune / McGill
cloudy,Y,1.75,1,Bishop / Ste-Catherine,Mackay /de Maisonneuve (Sud)
cloudy,Y,20.491666666666667,2,de Darlington / de la Côte-Ste-Catherine,Roy / St-Denis
cloudy,N,7.45,1,Métro Mont-Royal (Rivard / du Mont-Royal),de Gaspé / Marmier
cloudy,Y,29.008333333333333,2,des Écores / Jean-Talon,CHSLD Benjamin-Victor-Rousselot (Dickson / Sherbrooke)
cloudy,Y,14.775,2,McGill / des Récollets,Tupper / du Fort
mist,N,26.966666666666665,1,de Gaspé / Jarry,Plessis / Ontario
sky is clear,Y,7.288888888888889,3,Métro Préfontaine (Moreau / Hochelaga),Hogan / Ontario
cloudy,Y,22.341666666666665,2,de Darlington / de la Côte-Ste-Catherine,Métro Outremont (Wiseman / Van Horne)
cloudy,Y,27.15,1,de la Roche / St-Joseph,Desjardins / Ontario
cloudy,Y,3.908333333333333,2,Messier / du Mont-Royal,Marquette / du Mont-Royal
cloudy,Y,1.4833333333333334,2,de Mentana / Laurier,de la Roche / St-Joseph
cloudy,Y,12.45,1,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),Laurier / 15e avenue
mist,Y,16.35,2,Hutchison/ Prince-Arthur,Notre-Dame / Peel
cloudy,Y,4.844444444444445,3,St-Urbain / Beaubien,St-Dominique / St-Viateur
sky is clear,Y,13.08611111111111,6,Bloomfield / Bernard,Bloomfield / Bernard
mist,N,36.74166666666667,2,LaSalle / Crawford,LaSalle / 4e avenue
cloudy,Y,15.358333333333333,2,Champlain / Ontario,Aylwin / Ontario
cloudy,Y,26.75,1,10e avenue / Masson,Bloomfield / Van Horne
mist,Y,32.22777777777778,3,de Bordeaux / Rachel,Sherbrooke / Langelier
cloudy,Y,8.416666666666666,1,de la Gauchetière / Mansfield,Lambert-Closse / Tupper
cloudy,Y,12.208333333333334,4,Bernard / Clark,Chambord / Laurier
cloudy,Y,13.0,1,Ste-Famille / Sherbrooke,Parc Outremont (Bloomfield / Elmwood)
cloudy,Y,7.0375,4,Towers / Ste-Catherine,de la Gauchetière / Mansfield
cloudy,Y,14.65,1,9e avenue / Dandurand,Marquette / du Mont-Royal
cloudy,Y,6.575,2,Lajeunesse / Villeray (place Tapéo),Bélanger / St-Denis
cloudy,Y,11.327777777777778,3,Square Phillips 2,du Mont-Royal / du Parc
cloudy,Y,27.233333333333334,1,Ste-Famille / Sherbrooke,Cartier / Bélanger
cloudy,Y,4.558333333333334,2,Marquette / du Mont-Royal,Bordeaux /Gilford
cloudy,N,24.116666666666667,1,Rouen / Fullum,Boyer / St-Zotique
cloudy,Y,6.9,5,Square Victoria,Lucien L'Allier / St-Jacques
fog,Y,15.4,1,University / des Pins,Fullum / Gilford
cloudy,Y,5.2266666666666675,5,Mansfield / Sherbrooke,Ste-Famille / Sherbrooke
sky is clear,Y,6.533333333333333,1,Larivière / de Lorimier,Poupart / Ste-Catherine
cloudy,Y,15.9,1,Roy / St-Laurent,Cartier / Masson
fog,Y,13.883333333333333,1,Métro Lionel-Groulx (Lionel-Groulx / Charlevoix),Ste-Catherine / McGill College
cloudy,Y,16.833333333333332,1,Victoria / de Maisonneuve,Tupper / Atwater
cloudy,Y,5.9,5,Ste-Catherine / McGill College,University / Prince-Arthur
cloudy,N,2.6333333333333333,1,de Bullion / du Mont-Royal,Villeneuve / St-Laurent
sky is clear,Y,21.0,1,Laval / Rachel,Dandurand / de Lorimier
sky is clear,Y,5.433333333333334,2,Hélène-Baillargeon / St-Denis,Chambord / Laurier
cloudy,Y,26.716666666666665,1,Duluth / de l'Esplanade,Peel / avenue des Canadiens de Montréal
cloudy,Y,12.183333333333334,1,de St-Vallier / St-Zotique,8e avenue / Beaubien
cloudy,Y,29.966666666666665,1,Hutchison / des Pins,St-Urbain / de la Gauchetière
mist,Y,18.816666666666666,1,du Parc-La Fontaine / Roy,Parc du Pélican (2e avenue / St-Joseph)
cloudy,Y,6.0,1,Shannon / Ottawa,St-Jacques / Gauvin
cloudy,Y,7.933333333333334,1,de la Commune / Place Jacques-Cartier,Place de la paix ( Pl. du marché / St-Dominique )
cloudy,Y,17.016666666666666,1,Waverly / St-Zotique,Lajeunesse / de Castelnau
cloudy,Y,8.35,1,Mentana / Marie-Anne,Messier / du Mont-Royal
cloudy,Y,26.583333333333332,1,Métro Sauvé (Sauvé / Berri),Villeneuve / de l'Hôtel-de-Ville
sky is clear,Y,6.803703703703704,9,Garnier / du Mont-Royal,Marquette / Laurier
cloudy,Y,7.183333333333334,3,de la Gauchetière / Mansfield,Nazareth / William
cloudy,Y,34.45,1,Hutchison / Edouard Charles,de l'Église / de Verdun
cloudy,Y,16.845833333333335,8,Villeneuve / du Parc,de Maisonneuve / Stanley
cloudy,Y,28.783333333333335,1,Marché Maisonneuve,Ste-Catherine / St-Hubert
mist,Y,3.7,2,Crescent / René-Lévesque,Drummond / de Maisonneuve
cloudy,Y,4.4944444444444445,3,Hutchison/ Prince-Arthur,Union / President-Kennedy
cloudy,N,18.066666666666666,1,de la Commune / Berri,Roy / St-Laurent
cloudy,N,9.241666666666667,2,Rousselot / Jarry,St-Dominique / Villeray
mist,N,2.8833333333333333,1,de Mentana / Laurier,Marie-Anne / de la Roche
mist,Y,8.177777777777779,3,Bernard / Jeanne-Mance,de Châteaubriand / Beaubien
cloudy,N,4.508333333333334,2,Alma / Beaubien,de Bellechasse / de St-Vallier
cloudy,Y,17.7,1,du Mont-Royal / Vincent-d'Indy,Beaudry / Sherbrooke
cloudy,N,4.944444444444445,3,Henri-Julien / de Castelneau,Mozart / St-Laurent
cloudy,Y,3.825,2,de Gaspé / Dante,de Gaspé / Dante
sky is clear,Y,29.9,2,West Broadway / Sherbrooke,St-Mathieu /Ste-Catherine
thunderstorm,Y,9.522222222222222,3,Queen / Wellington,St-Urbain / de la Gauchetière
cloudy,N,16.35,1,Berri / Cherrier,Boyer / Beaubien
fog,N,10.25,1,Atwater / Sherbrooke,Président-Kennedy / McGill College
cloudy,Y,10.708333333333334,2,Cartier / St-Joseph,Champlain / Ontario
cloudy,Y,12.0,1,des Écores / Jean-Talon,Gary-Carter / St-Laurent
sky is clear,Y,10.966666666666667,1,Waverly / Van Horne,Cartier / Masson
cloudy,Y,16.05,1,Robin / de la Visitation,de Maisonneuve / Robert-Bourassa
mist,N,2.2055555555555557,3,Ste-Catherine / Ste-Élisabeth,Ste-Catherine / St-Hubert
sky is clear,Y,5.733333333333333,1,Sherbrooke / Frontenac,Dézéry / Ontario
cloudy,Y,11.45,2,de Bellechasse / de St-Vallier,Clark / Laurier
rain,Y,6.366666666666666,2,Roy / St-Denis,St-Urbain / René-Lévesque
cloudy,Y,14.666666666666666,1,Resther / St-Joseph,9e avenue / Dandurand
mist,N,16.608333333333334,2,Milton / Clark,Duluth / St-Denis
sky is clear,Y,15.866666666666667,1,15e avenue / Dandurand,Garnier / du Mont-Royal
sky is clear,Y,7.033333333333333,1,Fullum / Sherbrooke ,Champlain / Ontario
cloudy,Y,16.533333333333335,3,Bernard / Clark,Métro St-Laurent (de Maisonneuve / St-Laurent)
cloudy,Y,10.845833333333333,4,St-Mathieu /Ste-Catherine,Ann / William
cloudy,N,14.283333333333333,1,Villeneuve / St-Urbain,Henri-Julien / Jean-Talon
cloudy,Y,10.15,1,Hutchison / Edouard Charles,Roy / St-Laurent
cloudy,N,12.85,1,d'Outremont / Ogilvy,Robin / de la Visitation
fog,Y,27.108333333333334,2,de l'Hôtel-de-Ville / Sherbrooke,Jardin Botanique (Pie-IX / Sherbrooke)
thunderstorm,Y,21.816666666666666,1,d'Outremont / Ogilvy,Rachel / Brébeuf
sky is clear,Y,7.725,2,12e avenue / St-Zotique,35e avenue / Beaubien
cloudy,N,8.716666666666667,1,de la Roche / du Mont-Royal,Clark / Rachel
cloudy,Y,21.816666666666666,2,Berri / de Maisonneuve,Terrasse Mercure / Fullum
cloudy,Y,27.916666666666668,1,St-Denis / de Maisonneuve,Jardin Botanique (Pie-IX / Sherbrooke)
rain,Y,7.966666666666667,2,Clark / St-Viateur,St-Dominique / St-Zotique
sky is clear,Y,13.2875,4,Drolet / Villeray,Henri-Julien / de Castelneau
cloudy,N,16.316666666666666,1,St-Jacques / Guy,1ère avenue / Masson
cloudy,Y,6.625,2,de St-Vallier / Rosemont,Boyer / Rosemont
cloudy,Y,23.633333333333333,1,de Maisonneuve / Robert-Bourassa,Willibrord / Verdun
cloudy,Y,25.733333333333334,1,10e avenue / Masson,Wolfe / René-Lévesque
cloudy,Y,8.2,1,Sanguinet / de Maisonneuve,Hutchison / des Pins
cloudy,Y,45.40416666666667,4,35e avenue / Beaubien,University / Prince-Arthur
cloudy,Y,12.875,2,Metcalfe / Ste-Catherine,Quesnel / Vinet
cloudy,N,25.35,1,Crescent / René-Lévesque,Girouard / Terrebonne
cloudy,Y,6.358333333333333,2,Hutchison / Beaubien,de Châteaubriand / Beaubien
cloudy,Y,10.491666666666667,2,Duluth / St-Laurent,Émile-Duployé / Sherbrooke
mist,Y,9.816666666666666,1,Island / Centre,McGill / des Récollets
sky is clear,Y,11.41875,8,Mansfield / René-Lévesque,Chomedey / de Maisonneuve
cloudy,Y,13.708333333333334,2,Wolfe / Robin,De la Commune / King
cloudy,Y,14.15,2,Bennett / Ste-Catherine,Pierre-de-Coubertin / Aird
cloudy,Y,8.466666666666667,4,Alexandre-DeSève / de Maisonneuve,Ontario / du Havre
cloudy,Y,16.216666666666665,1,Logan / Fullum,Ville-Marie / Ste-Catherine
sky is clear,Y,26.683333333333334,1,Métro Laurier (Rivard / Laurier),Hôtel-de-Ville (du Champs-de-Mars / Gosford)
fog,Y,22.658333333333335,4,Square Ahmerst / Wolfe,de la Roche / du Mont-Royal
sky is clear,Y,30.05,2,Napoléon /  St-Dominique,René-Lévesque / Papineau
sky is clear,Y,16.866666666666667,1,Émile-Duployé / Sherbrooke,de Maisonneuve / de Bleury
cloudy,Y,17.12777777777778,3,des Écores / Jean-Talon,Parc J.-Arthur-Champagne (Chambly / du Mont-Royal)
cloudy,Y,3.158333333333333,4,University / Prince-Arthur,Ste-Famille / Sherbrooke
cloudy,N,10.49047619047619,7,de Maisonneuve / Mansfield,Roy / St-Laurent
cloudy,Y,16.666666666666668,1,Métro Place-d'Armes (Viger / St-Urbain),Parc Jeanne Mance (monument George-Étienne Cartier)
fog,Y,18.366666666666667,1,Maguire / St-Laurent,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford)
cloudy,Y,14.05,1,Waverly / St-Zotique,Lajeunesse / Jean-Talon
cloudy,Y,16.7,1,St-Urbain / de la Gauchetière,Mentana / Marie-Anne
cloudy,Y,12.983333333333333,1,de Bordeaux / Jean-Talon,Drolet / Villeray
cloudy,Y,3.15,2,Drake / de Sève,Le Caron / Marc-Sauvalle 
mist,Y,14.483333333333333,2,Dunlop / Van Horne,Marmier / St-Denis
cloudy,Y,42.916666666666664,1,Mackay /de Maisonneuve (Sud),Boyer / Rosemont
cloudy,Y,11.755555555555556,3,McEachran / Van Horne,St-Viateur/Parc
sky is clear,N,10.108333333333333,2,de Lanaudière / Marie-Anne,St-André / de Maisonneuve
fog,Y,17.702380952380953,7,Clark / St-Viateur,1ère avenue / Masson
cloudy,N,8.770833333333334,4,des Érables / Gauthier,Berri / Cherrier
cloudy,Y,42.25666666666667,5,McGill / Place d'Youville,2e avenue / Wellington
cloudy,Y,19.55,1,Prince-Arthur / du Parc,St-Nicolas / Place d'Youville
cloudy,Y,5.9,1,Métro St-Laurent (de Maisonneuve / St-Laurent),Square Victoria
cloudy,Y,17.083333333333332,2,Fullum / Sherbrooke ,Square St-Louis
cloudy,Y,3.216666666666667,2,St-Dominique / Jean-Talon,de Gaspé / Dante
mist,Y,24.383333333333333,1,Faillon / St-Hubert,16e avenue / St-Joseph
fog,Y,17.266666666666666,2,Messier / du Mont-Royal,St-Urbain / René-Lévesque
cloudy,Y,14.216666666666667,1,Fairmount / St-Dominique,de la Gauchetière / Mansfield
cloudy,Y,21.883333333333333,1,Grand Trunk / Hibernia,Victoria / de Maisonneuve
cloudy,N,32.93333333333333,1,de la Roche / du Mont-Royal,Square Sir-Georges-Étienne-Cartier / Léa Roback
cloudy,Y,6.333333333333333,1,Alexandre-de-Sève / la Fontaine,St-Denis / de Maisonneuve
cloudy,N,20.783333333333335,1,Bordeaux / St-Zotique,St-André / St-Antoine
mist,Y,16.366666666666667,1,Joseph Manceau / René-Lévesque,Notre-Dame / Peel
cloudy,N,9.333333333333334,2,Hillside / Ste-Catherine,Joseph Manceau / René-Lévesque
cloudy,Y,19.266666666666666,1,Villeneuve / St-Laurent,des Érables / Rachel
sky is clear,Y,19.366666666666667,1,Clark / Laurier,de Maisonneuve / Aylmer
sky is clear,N,34.95,1,Victoria / de Maisonneuve,St-Viateur/Parc
cloudy,Y,9.15,1,de Gaspé / St-Viateur,Cartier / Rosemont
mist,Y,19.566666666666666,1,de Bordeaux / Rachel,Métro Longueuil - Université de Sherbrooke
fog,N,18.083333333333332,1,St-Zotique / Clark,Milton / Clark
cloudy,Y,16.708333333333332,2,de Bullion / du Mont-Royal,Cartier / Rosemont
cloudy,Y,19.1,1,St-Viateur/Parc,Gounod / St-Denis
sky is clear,Y,3.4270833333333335,8,des Seigneurs / Notre-Dame,Métro George-Vanier (St-Antoine / Canning)
cloudy,Y,16.466666666666665,1,Garnier / du Mont-Royal,Cartier / Rosemont
cloudy,Y,21.133333333333333,2,Square Phillips,de l'Esplanade / Fairmount
cloudy,Y,13.895833333333334,4,Prince-Arthur / Ste-Famille,Calixa-Lavallée / Sherbrooke
cloudy,Y,24.533333333333335,1,St-Charles / Charlotte,St-Charles / Châteauguay
cloudy,Y,34.86666666666667,1,Brébeuf / St-Grégoire,Laporte / Guay
mist,Y,10.6,1,Roy / St-Christophe,de St-Vallier / Rosemont
fog,N,12.516666666666667,1,de l'Esplanade / Laurier,Waverly / Van Horne
mist,Y,12.616666666666667,1,Davaar / de la Côte-Ste-Catherine,Laval / Duluth
sky is clear,Y,19.033333333333335,1,Lespérance / Rouen,St-Alexandre / Ste-Catherine
sky is clear,Y,22.583333333333332,2,de Darlington / de la Côte-Ste-Catherine,St-Urbain / René-Lévesque
mist,Y,33.075,2,Square Sir-Georges-Étienne-Cartier / Léa Roback,Hutchison/ Prince-Arthur
cloudy,Y,26.083333333333332,1,Lucien L'Allier / St-Jacques,St-Hubert / Rachel
cloudy,Y,6.816666666666666,5,St-Viateur/Parc,du Mont-Royal / Clark
cloudy,Y,5.922222222222222,3,Square St-Louis,Hutchison / Sherbrooke
cloudy,Y,13.816666666666666,1,Montcalm / de Maisonneuve,Logan / Fullum
mist,Y,7.25,1,Marie-Anne / de la Roche,Coloniale / du Mont-Royal
cloudy,Y,8.933333333333334,2,Métro Mont-Royal (Rivard / du Mont-Royal),Parc Père-Marquette (Chambord / Rosemont)
rain,Y,7.433333333333334,2,Belmont / Beaver Hall,De la Commune / King
mist,Y,1.55,1,Henri-Julien / de Castelneau,Henri-Julien / de Castelneau
cloudy,Y,4.4,1,de Bullion / St-Joseph,de Bullion / St-Joseph
cloudy,Y,11.83888888888889,3,Villeneuve / de l'Hôtel-de-Ville,Gauthier / Papineau
cloudy,Y,14.883333333333333,1,de Bordeaux / Sherbrooke,Napoléon /  St-Dominique
cloudy,Y,10.733333333333333,1,du Mont-Royal / Clark,St-Alexandre / Ste-Catherine
cloudy,Y,17.816666666666666,1,de l'Esplanade / Fairmount,Bordeaux / St-Zotique
cloudy,Y,36.93333333333333,1,Métro Sauvé (Sauvé / Berri),Louis-Colin / McKenna
mist,Y,11.05,1,Boyer / Beaubien,26e avenue / Beaubien
cloudy,Y,19.833333333333332,1,du Mont-Royal / Vincent-d'Indy,Métro Papineau (Cartier / Ste-Catherine)
cloudy,Y,33.63333333333333,1,Harvard / Monkland,Duvernay / Charlevoix
sky is clear,Y,22.3,1,Notre-Dame / Peel,Mansfield / Sherbrooke
cloudy,Y,19.933333333333334,1,Ste-Catherine / St-Denis,Duluth / de l'Esplanade
cloudy,N,32.233333333333334,1,des Érables / Rachel,Bishop / Ste-Catherine
sky is clear,Y,13.2,1,Bloomfield / Bernard,Mozart / St-Laurent
mist,Y,15.808333333333334,2,de Maisonneuve / Aylmer,Mansfield / René-Lévesque
sky is clear,N,4.716666666666667,2,St-Denis / de Maisonneuve,St-Urbain / René-Lévesque
cloudy,N,3.3333333333333335,2,Marquette / Rachel,Marquette / du Mont-Royal
cloudy,N,14.333333333333334,1,Émile-Duployé / Sherbrooke,Cartier / Masson
sky is clear,Y,24.23611111111111,6,Angus (Molson / William-Tremblay),Faillon / St-Denis
sky is clear,Y,10.483333333333333,1,St-Jacques / Guy,Boyer / Bélanger
cloudy,N,5.566666666666666,1,City Councillors / du President-Kennedy,de l'Hôtel-de-Ville / Ste-Catherine
sky is clear,Y,19.083333333333332,1,Métro Parc  (Ogilvy / Hutchison),de l'Esplanade / Laurier
cloudy,Y,15.783333333333333,1,McGill / Place d'Youville,de la Montagne / Sherbrooke
cloudy,N,15.483333333333333,1,Ste-Catherine / Dézéry,du Parc-La Fontaine / Roy
sky is clear,Y,7.2,1,de Montmorency / Richardson,Métro George-Vanier (St-Antoine / Canning)
cloudy,N,31.383333333333333,1,Dandurand / Papineau,Dandurand / Papineau
mist,Y,20.7,1,des Érables / du Mont-Royal,Jeanne Mance / du Mont-Royal
rain,Y,6.9185185185185185,9,Métro Villa Maria (Décarie / Monkland),Benny / Monkland
cloudy,Y,31.116666666666667,1,Place de la paix ( Pl. du marché / St-Dominique ),Bennett / Ste-Catherine
mist,Y,16.566666666666666,1,Ste-Famille / Sherbrooke,St-Jacques / Guy
cloudy,N,7.041666666666667,2,Berri / de Maisonneuve,Beaudry / Sherbrooke
cloudy,N,14.827777777777778,3,Villeneuve / de l'Hôtel-de-Ville,St-Alexandre / Ste-Catherine
sky is clear,N,37.833333333333336,1,Square Sir-Georges-Etienne-Cartier / Ste-Émilie,Roy / St-Denis
cloudy,Y,33.016666666666666,1,Tupper / Atwater,Girouard / Terrebonne
cloudy,Y,2.6666666666666665,8,St-Mathieu / Sherbrooke,Mackay /de Maisonneuve (Sud)
cloudy,Y,7.983333333333333,1,Cartier / Masson,de Bellechasse / de St-Vallier
cloudy,N,4.85,1,Parc Jeanne Mance (monument George-Étienne Cartier),Laval / Duluth
cloudy,N,12.216666666666667,1,Jeanne Mance / du Mont-Royal,St-Denis / de Maisonneuve
cloudy,Y,9.316666666666666,5,du Mont-Royal / Clark,Milton / Durocher
sky is clear,Y,8.591666666666667,2,Darling / Sherbrooke,Hogan / Ontario
cloudy,Y,17.966666666666665,1,Plessis / René-Lévesque,Crescent / René-Lévesque
cloudy,Y,18.608333333333334,2,Plessis / René-Lévesque,Métro Joliette  (Joliette / Hochelaga)
cloudy,N,28.65,1,Bloomfield / Bernard,Marcil / Sherbrooke
cloudy,Y,19.99047619047619,7,Rushbrooke /  Caisse,Natatorium (LaSalle / Rolland)
